ID,feature1,feature2,labels
7782,4.99,14.85,4
7783,1.16,0.63,0
7784,10.08,3.81,2
7785,0.91,0.71,0
7786,0,0,0
7787,1.69,3.27,1
7788,5.25,14.72,4
7789,10,1.71,2
7790,0.09,-0.19,0
7791,6.74,7.61,3
7792,7.05,7.58,3
7793,5.63,6.09,3
7794,2.37,7.01,1
7795,5.03,15.55,4
7796,2.78,15.69,4
7797,6.92,6.28,3
7798,8.23,5.56,3
7799,10.41,0.95,2
7800,9.91,2.86,2
7801,10.69,10.48,3
7802,1.84,2.98,1
7803,5.97,15.19,4
7804,1.16,-1.49,0
7805,8.74,9.55,3
7806,2.05,3.91,1
7807,10.23,3.72,2
7808,0,0,0
7809,1.19,-0.18,0
7810,2.63,6.36,3
7811,-0.52,-1.45,0
7812,2.06,6.77,1
7813,4.9,5.09,3
7814,10.28,2.35,2
7815,4.94,15.57,4
7816,1.01,0.7,0
7817,1.54,4.8,1
7818,0,0,0
7819,2.16,6.08,1
7820,0,0,0
7821,0,0,0
7822,0,0,0
7823,10.23,5.12,2
7824,1.86,-0.88,0
7825,0.26,-0.47,0
7826,8.05,3.79,3
7827,9.79,1.68,2
7828,8.76,6.77,3
7829,9.9,1.42,2
7830,5.18,14.83,4
7831,3.8,15.4,4
7832,9.96,0.72,2
7833,6.57,14.42,4
7834,9.78,2.05,2
7835,9.75,2.1,2
7836,9.97,5.49,2
7837,2.22,8.17,1
7838,10.06,3.42,2
7839,5.61,15.73,4
7840,3.59,14.56,4
7841,5.04,16.18,4
7842,10.35,3.49,2
7843,0,0,0
7844,4.18,14.83,4
7845,0.27,0.18,0
7846,4.81,14.85,4
7847,10.12,3.83,2
7848,9.63,8.54,3
7849,2.24,0.17,0
7850,5.97,15.66,4
7851,9.9,7.65,3
7852,4.56,10.22,3
7853,5.66,15.67,4
7854,1.17,0.54,0
7855,1.79,0.69,0
7856,10.31,0.89,2
7857,10.38,7.62,3
7858,10.84,3.68,2
7859,0,0,0
7860,9.49,1.15,2
7861,10.3,3.23,2
7862,3.74,5.98,3
7863,5.74,14.26,4
7864,1.13,-0.01,0
7865,6.86,15.23,4
7866,1.57,3.91,1
7867,-1.03,0.45,0
7868,3.85,-0.66,0
7869,8.4,6.94,3
7870,5.05,7.51,3
7871,5.58,15.4,4
7872,2.21,4.85,1
7873,1.6,6.12,1
7874,0.82,-0.2,0
7875,9.57,1.91,2
7876,1.66,3.04,1
7877,4.48,15.09,4
7878,0.16,-0.04,0
7879,1.39,4.9,1
7880,4.74,14.52,4
7881,8.65,14.23,4
7882,5.68,15.2,4
7883,10.27,2.97,2
7884,3.63,6.92,1
7885,0.84,-0.54,0
7886,0,0,0
7887,5.74,14.5,4
7888,9.99,-0.62,2
7889,10.46,1.27,2
7890,0,0,0
7891,3.7,15.19,4
7892,4.59,15.55,4
7893,6.23,15.23,4
7894,9.88,4.67,2
7895,2.37,3.02,1
7896,9.82,6.01,3
7897,0,0,0
7898,0.62,0.43,0
7899,2.63,1.41,1
7900,2.71,5.78,1
7901,3.75,15.12,4
7902,0,0,0
7903,10.07,3.39,2
7904,0,0,0
7905,0,0,0
7906,0,0,0
7907,0,0,0
7908,1.36,4.98,1
7909,7.87,8.76,3
7910,0,0,0
7911,10.04,4.36,2
7912,1.95,4.91,1
7913,10.08,1.97,2
7914,1.21,4.54,1
7915,1.54,0.65,0
7916,4.89,4.61,3
7917,1.36,6.34,1
7918,5.47,15.04,4
7919,10.02,1.56,2
7920,4,14.67,4
7921,0.8,5.51,1
7922,9.66,3.97,2
7923,9.79,3.32,2
7924,0,0,0
7925,3.73,9.27,3
7926,1.59,-0.05,0
7927,1.72,4.3,1
7928,6.28,8.3,3
7929,5.55,14.13,4
7930,0,0,0
7931,2.36,5.46,1
7932,0,0,0
7933,1.61,2.07,1
7934,0.72,0.4,0
7935,7.88,7.39,3
7936,7.11,5.61,3
7937,3.3,-0.05,1
7938,-0.28,0.92,0
7939,9.46,2.55,2
7940,6.71,7.29,3
7941,9.87,3.24,2
7942,-0.22,0.13,0
7943,9.32,3.42,2
7944,1.66,-0.08,0
7945,8.7,8.08,3
7946,10.22,0.5,2
7947,0,0,0
7948,4.37,15.76,4
7949,1.23,-0.85,0
7950,1.84,6.66,3
7951,1.6,0.65,0
7952,10.04,4.9,2
7953,4.93,14.74,4
7954,4.97,14.64,4
7955,10.08,3.59,2
7956,2.13,2.95,1
7957,10.05,1.48,2
7958,5.16,15.5,4
7959,3.77,15.15,4
7960,9.31,3.29,2
7961,4.28,15.28,4
7962,0,0,0
7963,2.92,4.4,1
7964,-1.08,-0.92,0
7965,9.32,3.41,3
7966,8.19,9.51,3
7967,1.51,5.57,1
7968,9.48,4.97,2
7969,3.28,15.06,4
7970,10.14,4.53,2
7971,1.6,-0.37,0
7972,6.61,9.36,3
7973,1.92,0.76,1
7974,10.33,3.82,2
7975,8.06,6.88,3
7976,4.7,15.3,4
7977,1.05,0.15,0
7978,2.15,4.71,1
7979,4.24,15.57,4
7980,9.98,3.27,2
7981,0,0,0
7982,1.74,5.82,1
7983,4.96,4.59,3
7984,4.5,15.86,4
7985,0.34,-1,0
7986,0,0,0
7987,0.79,-0.04,0
7988,1.23,-0.2,0
7989,10.01,2.32,2
7990,0,0,0
7991,5.43,14.88,4
7992,-0.7,-0.39,0
7993,4.2,15.09,4
7994,10.13,10.62,3
7995,1.06,0.53,0
7996,5.52,15.51,4
7997,4.81,15.32,4
7998,6.37,14.46,4
7999,6.24,14.44,4
8000,0,0,0
8001,10.16,4.78,2
8002,2.94,14.93,4
8003,9.55,4.7,2
8004,4.94,15.57,4
8005,10.01,2.72,2
8006,10.05,3.54,2
8007,10.34,1.93,2
8008,0,0,0
8009,2.09,3.24,1
8010,0,0,0
8011,1.69,5.43,1
8012,9.94,0.69,2
8013,5.4,15.73,4
8014,0.37,-0.4,0
8015,0,0,0
8016,5.36,14.57,4
8017,10.02,0.82,2
8018,9.86,4.94,2
8019,1.81,-0.3,0
8020,1.23,3.55,1
8021,5.16,15.64,4
8022,1.85,0.6,0
8023,10.07,0.4,2
8024,4.41,14.7,4
8025,0,0,0
8026,2.37,3.9,1
8027,5.71,15.67,4
8028,9.68,3.56,2
8029,10.16,2.79,2
8030,0.42,1.09,0
8031,0,0,0
8032,2.23,2.62,1
8033,5.31,14.27,4
8034,2.99,5.82,1
8035,9.69,3,2
8036,0,0,0
8037,10.27,1.83,2
8038,1.71,3.53,1
8039,10.36,3.92,2
8040,4.83,13.76,4
8041,0,0,0
8042,0,0,0
8043,6.54,6.85,3
8044,10.01,6.33,3
8045,3.32,4.65,1
8046,10.25,2.31,2
8047,10.28,2.98,2
8048,9.62,3.62,2
8049,0,0,0
8050,3.1,15.56,4
8051,1.36,3.4,1
8052,5.01,14.97,4
8053,9.51,2.14,2
8054,1.5,4.14,1
8055,9.84,2.93,2
8056,1.83,5.42,1
8057,0,0,0
8058,5.19,16.07,4
8059,0,0,0
8060,9.88,4.94,2
8061,0.14,0.32,0
8062,2.13,3.86,1
8063,10.09,2.48,2
8064,10.58,4.87,2
8065,7.83,8.07,3
8066,0.88,-0.16,0
8067,0,0,0
8068,4.01,14.84,4
8069,1.77,0.04,0
8070,1.34,-0.03,0
8071,3.36,5.45,1
8072,4.92,14.61,4
8073,1.24,-0.43,0
8074,0,0,0
8075,4.59,14.97,4
8076,5.7,14.65,4
8077,6.06,15.1,4
8078,3.35,14.82,4
8079,5.27,14.79,4
8080,5.74,15.53,4
8081,10.59,6.06,2
8082,9.11,7.66,3
8083,10.13,5.17,2
8084,4.16,14.92,4
8085,5.38,9.83,3
8086,3.74,16.21,4
8087,7.14,7.39,3
8088,4.06,14.85,4
8089,9.71,4,2
8090,4.39,15.36,4
8091,6.76,6.91,3
8092,10.02,4.14,2
8093,0.67,-0.41,0
8094,2.09,5.83,1
8095,9.95,3.62,2
8096,3.15,14.7,4
8097,10.02,2.27,2
8098,9.7,4.99,2
8099,1.8,-0.44,0
8100,10.17,3.03,2
8101,1.87,0.41,0
8102,8.99,6.99,3
8103,10.01,3.7,2
8104,0,0,0
8105,5.17,15.44,4
8106,6.09,7.58,3
8107,5.52,15.06,4
8108,9.91,2.3,2
8109,0,0,0
8110,0.19,0.24,0
8111,0,0,0
8112,6.04,14.75,4
8113,0,0,0
8114,5.26,3.74,3
8115,2.71,-0.91,0
8116,9.76,0.62,2
8117,4.12,15.44,4
8118,10.28,2.56,2
8119,5.54,14.81,4
8120,5.17,14.96,4
8121,10,1.61,2
8122,6.84,6.31,3
8123,5.66,14.28,4
8124,4.74,5.32,3
8125,7.05,8.92,3
8126,5.77,15.95,4
8127,4.87,6.63,3
8128,9.73,1.37,2
8129,4.02,14.52,4
8130,7.23,6.42,3
8131,1.93,0.52,0
8132,3.02,-0.7,0
8133,6.43,14.8,4
8134,0,0,0
8135,10.39,1.61,2
8136,2.41,4.83,1
8137,2.15,0.13,0
8138,0,0,0
8139,5.21,14.74,4
8140,2.28,3.66,1
8141,1.54,0.27,0
8142,-0.49,0.17,0
8143,8.38,5.49,3
8144,0,0,0
8145,0,0,0
8146,5.46,14.77,4
8147,10.38,2.8,2
8148,5.12,14.72,4
8149,10.27,4.04,2
8150,10.37,3.66,2
8151,7.93,7.58,3
8152,0,0,0
8153,8.43,3.63,3
8154,4.64,14.55,4
8155,9.96,2.94,2
8156,8.51,6.6,3
8157,0.45,0.56,0
8158,9.78,0.68,2
8159,0.45,0.27,0
8160,10.1,2.63,2
8161,10.28,3.73,2
8162,9.76,5.2,2
8163,0.28,-0.63,0
8164,10.06,3.49,2
8165,1.63,5.4,1
8166,1.82,-1.28,1
8167,9.81,4.44,2
8168,5.15,15.2,4
8169,2.48,3.3,1
8170,3.8,15.81,4
8171,1.65,0.38,0
8172,2.47,0.32,0
8173,-1.13,0.8,0
8174,10.15,4.62,2
8175,1.72,0.47,0
8176,4.14,15.34,4
8177,0,0,0
8178,6.18,15.38,4
8179,10.06,6.39,2
8180,10.17,3.46,2
8181,9.81,3.46,2
8182,6.37,4.73,3
8183,2.59,5.13,1
8184,0,0,0
8185,10.39,2.04,2
8186,0.95,-0.98,0
8187,10.09,3.06,2
8188,0,0,0
8189,3.1,-0.71,0
8190,1.45,6.35,1
8191,1.71,7.06,1
8192,0,0,0
8193,6.04,15.03,4
8194,1.67,8.22,1
8195,5.41,6.88,3
8196,0.09,-1.28,0
8197,4.65,14.99,4
8198,-0.04,-0.54,0
8199,2.33,7.28,3
8200,0,0,0
8201,2.31,5.09,1
8202,2.65,-0.07,0
8203,1.92,6.26,1
8204,1.75,5.86,1
8205,-0.8,-0.73,0
8206,4.48,15.67,4
8207,2.92,4.79,1
8208,-0.59,0.74,0
8209,3.15,16.28,4
8210,5.33,7.91,3
8211,4.54,14.22,4
8212,10.18,1.93,2
8213,7.02,6.01,3
8214,5.82,15.39,4
8215,3.25,5.8,1
8216,9.73,3.6,2
8217,10.04,2.58,2
8218,2.21,0.53,0
8219,0.21,0.5,0
8220,0.98,7.07,1
8221,0.81,5.68,1
8222,1.39,6.02,1
8223,0,0,0
8224,5.92,14.43,4
8225,1.36,-0.52,0
8226,9.74,2.98,2
8227,9.91,4.48,2
8228,2.28,6.46,1
8229,4.11,8.31,3
8230,8.62,7.59,3
8231,1.71,3.12,1
8232,5.58,14.31,4
8233,1.46,4.75,1
8234,7.2,7.83,3
8235,2.68,6.48,1
8236,10.38,-0.07,2
8237,0,0,0
8238,9.94,2.28,2
8239,9.89,3.76,2
8240,10.08,2.75,2
8241,0.95,-0.12,0
8242,9.54,4.28,2
8243,0.94,-0.27,0
8244,1.47,3.37,1
8245,5.03,15.45,4
8246,0.72,0.02,0
8247,10.09,2.5,2
8248,0,0,0
8249,9.16,5.05,3
8250,2.44,5.86,1
8251,7.26,9.91,3
8252,0,0,0
8253,0.13,0.21,0
8254,2.13,-1.14,0
8255,9.74,2.47,2
8256,1.6,2.85,1
8257,6.66,3.49,3
8258,3.24,14.88,4
8259,10.4,3.02,2
8260,10.13,6.56,2
8261,10.59,3.26,2
8262,1.59,0.56,0
8263,2.87,8.66,3
8264,0,0,0
8265,2.69,3.65,1
8266,2.14,4.76,1
8267,0,0,0
8268,1.5,0.01,0
8269,9.31,1.04,2
8270,2.21,4.95,1
8271,1.26,0.52,0
8272,4.75,14.24,4
8273,5.85,14.59,4
8274,4.86,3.59,3
8275,4.44,15.89,4
8276,0,0,0
8277,6.65,15.29,4
8278,1.2,0,0
8279,9.93,5.24,2
8280,1.43,5.15,1
8281,5.58,15.11,4
8282,5.27,14.83,4
8283,5.8,15.4,4
8284,0,0,0
8285,9.64,1.39,2
8286,0,0,0
8287,6.8,2.96,3
8288,10.28,0.5,2
8289,2.3,2.38,1
8290,9.58,2.09,2
8291,0,0,0
8292,2.22,4.9,1
8293,10.46,1.83,2
8294,4.64,4.85,3
8295,9.8,1.53,2
8296,10.26,4.07,2
8297,6.27,14.49,4
8298,4.96,15.48,4
8299,1.86,2.27,1
8300,10.18,3.74,2
8301,10,1.86,2
8302,2.16,4.71,1
8303,9.95,4.61,2
8304,10.11,3.68,2
8305,6.81,6.06,3
8306,9.69,1.57,2
8307,10.4,3.3,2
8308,4.03,15.13,4
8309,6.85,5.58,3
8310,2.26,3.88,1
8311,3.79,6.55,3
8312,0,0,0
8313,5.17,15.13,4
8314,9.4,3.39,2
8315,4.81,16.51,4
8316,1.94,0.33,0
8317,2.13,-0.16,0
8318,4.04,14.57,4
8319,8.29,6.85,3
8320,7.22,5.59,3
8321,4.94,15.63,4
8322,10.05,3.69,2
8323,0,0,0
8324,1.73,4.78,1
8325,6.16,15.45,4
8326,10.09,3.14,2
8327,3.75,14.47,4
8328,10.32,3.56,2
8329,2.46,6.86,1
8330,4.83,14.01,4
8331,2.14,4.34,1
8332,9.87,3.18,2
8333,0.28,-0.2,0
8334,7.68,7.93,3
8335,0,0,0
8336,10.32,2.89,2
8337,-0.31,-0.19,0
8338,10.34,6.61,3
8339,4,14.32,4
8340,1.14,-1.09,0
8341,4.82,15.68,4
8342,9.88,3.07,2
8343,1.58,-0.04,0
8344,5,14.92,4
8345,7.21,15.5,4
8346,10.75,4.12,2
8347,5.29,15.12,4
8348,5.99,6.19,3
8349,4.22,15.18,4
8350,5.65,15.08,4
8351,0.82,1.58,0
8352,4.38,15.2,4
8353,1.84,-0.47,0
8354,3.88,15.57,4
8355,5.62,14.9,4
8356,2.7,4.11,1
8357,5.78,4.23,3
8358,9.7,1.61,2
8359,0.29,0,0
8360,5.76,13.98,4
8361,9.97,3.01,2
8362,6.14,15.88,4
8363,4.01,15.99,4
8364,8.01,8.66,3
8365,2.78,4.87,1
8366,9.54,4.97,3
8367,9.63,0.49,2
8368,2.39,4.42,1
8369,9.83,4.02,2
8370,-0.11,0.65,0
8371,2.27,6.69,1
8372,3.08,15.62,4
8373,10.13,0.76,2
8374,2.28,5.39,1
8375,2.82,15.26,4
8376,10.52,1.57,2
8377,7.01,14.68,4
8378,6.55,13.87,4
8379,1.43,-1.8,0
8380,0,0,0
8381,9.95,3.72,2
8382,1.63,3.19,1
8383,0,0,0
8384,10.28,2.92,2
8385,2.3,0.62,1
8386,0.5,-0.65,0
8387,0,0,0
8388,1.86,2.6,1
8389,3.87,4.17,3
8390,6.22,14.95,4
8391,6.4,15.16,4
8392,9.43,3.38,2
8393,3.97,6.28,3
8394,1.66,-0.06,0
8395,11.8,7.65,3
8396,10.15,2.75,2
8397,4.04,15.12,4
8398,9.9,2.95,2
8399,1.66,7.28,1
8400,10.12,1.99,2
8401,4.32,14.3,4
8402,3.11,15.15,4
8403,9.59,10.24,3
8404,3.5,14.29,4
8405,1.58,0.79,0
8406,9.94,3.73,2
8407,9.85,5.57,2
8408,7.01,14.59,4
8409,2.82,14.72,4
8410,5.36,15.21,4
8411,6.53,8.45,3
8412,6.47,15.22,4
8413,5.21,4.74,3
8414,0.76,0.26,0
8415,3.05,5.89,1
8416,-0.59,-0.23,0
8417,2.72,3.7,1
8418,10.02,1,2
8419,2.29,0.72,0
8420,11.27,5.63,3
8421,9.94,2.36,2
8422,9.85,4.1,2
8423,1.77,3.34,1
8424,5.55,15.25,4
8425,0,0,0
8426,5.53,15.1,4
8427,3.54,2.82,3
8428,1.44,-0.97,0
8429,2.59,3.88,1
8430,6.53,4.74,3
8431,1.96,-1.15,0
8432,10.1,0.97,2
8433,8.99,8.37,3
8434,2.39,3.58,1
8435,5.36,6.95,3
8436,5.79,7.3,3
8437,9.24,5.59,3
8438,9.58,4.94,2
8439,2.07,4.68,1
8440,9.83,1.59,2
8441,0,0,0
8442,2.22,3.33,1
8443,9.79,3.99,2
8444,9.98,2.02,2
8445,10.27,2.24,2
8446,8.5,5.92,3
8447,9.55,9.52,3
8448,0.19,-0.06,0
8449,4.17,15.43,4
8450,5.78,14.66,4
8451,9.28,4.85,2
8452,1.5,-0.75,0
8453,10.34,1.09,2
8454,3.89,14.96,4
8455,9.82,6.45,2
8456,10.06,0.95,2
8457,2.37,-0.44,0
8458,4.19,13.95,4
8459,2.74,3.6,1
8460,1.08,5.51,1
8461,0.96,-0.46,0
8462,4.61,14.5,4
8463,9.72,5,2
8464,9.35,6.2,3
8465,0,0,0
8466,1.97,7.41,1
8467,1.16,0.64,0
8468,6.74,15.19,4
8469,6.14,15.04,4
8470,0,0,0
8471,1.78,2.6,1
8472,2.99,5.4,1
8473,5.58,14.61,4
8474,10.44,2.53,2
8475,5.56,6.73,3
8476,6.69,14.33,4
8477,6.1,15.26,4
8478,2.09,0.33,0
8479,1.04,0.27,0
8480,5.25,15.11,4
8481,5.97,14.52,4
8482,10.28,1.69,2
8483,5.04,15.07,4
8484,6.17,7.7,3
8485,10.6,3.04,2
8486,4.63,14.7,4
8487,1.55,5.2,1
8488,3.99,15.06,4
8489,2.48,7.17,1
8490,10.17,2.54,2
8491,3.15,14.82,4
8492,2.11,-0.15,0
8493,4.53,7.4,3
8494,0.44,-0.3,0
8495,9.71,3.76,2
8496,4.89,15.5,4
8497,9.96,5.22,2
8498,1.99,5.59,1
8499,0,0,0
8500,1.47,0.29,0
8501,3.96,14.75,4
8502,0,0,0
8503,0,0,0
8504,10.73,3.22,2
8505,1.79,7.82,1
8506,1.73,3.65,1
8507,5.35,14.31,4
8508,4.55,4.24,3
8509,6.26,15.68,4
8510,5.64,14.59,4
8511,4.52,15.22,4
8512,0,0,0
8513,1.9,3.96,1
8514,6.52,1.14,3
8515,9.65,5.07,2
8516,4.29,14.47,4
8517,5.6,6.59,3
8518,10.08,3.6,2
8519,7.6,5.55,3
8520,5.75,14.62,4
8521,5.87,14.2,4
8522,10.12,2.53,2
8523,9.71,1.37,2
8524,7.51,7.6,3
8525,7.16,8,3
8526,9.7,3.46,2
8527,7.73,6.84,3
8528,10.16,1.43,2
8529,0,0,0
8530,10.33,8.4,3
8531,1.56,7.48,1
8532,6.82,10.3,3
8533,-0.86,0.1,0
8534,0.01,0.23,0
8535,2.2,6.72,1
8536,9.88,2.75,2
8537,9.99,6.15,3
8538,5.73,3.38,3
8539,10.22,2.93,2
8540,1.4,0.24,0
8541,6.04,5.72,3
8542,1.37,4.08,1
8543,10.03,4.68,2
8544,7.92,8.16,3
8545,6.95,4.37,3
8546,2.06,5.01,1
8547,9.52,0.81,2
8548,2.63,9.79,1
8549,7.64,6.93,3
8550,1.21,5.79,1
8551,-0.07,-0.2,0
8552,9.89,3.77,2
8553,2.44,9.22,1
8554,8.52,7.37,3
8555,1.58,-0.04,0
8556,10.36,6.21,2
8557,10.34,4.7,2
8558,6.39,15.07,4
8559,1.26,3.5,1
8560,0.24,1.72,0
8561,0.22,0.44,0
8562,0.96,0.22,0
8563,1.94,4.14,1
8564,5.57,5.9,3
8565,9.82,-0.22,2
8566,1.83,7.07,1
8567,0,0,0
8568,0,0,0
8569,9.61,3.36,2
8570,9.49,2.8,2
8571,8.12,5.37,3
8572,6.4,6.62,3
8573,1.87,4.34,1
8574,4.55,15.07,4
8575,10.1,3.44,2
8576,4.98,14.73,4
8577,9.97,3.7,2
8578,5.15,14.94,4
8579,10.57,5.08,2
8580,0,0,0
8581,9.14,10.76,3
8582,5.56,15,4
8583,1.23,-1.7,0
8584,3.71,7.9,3
8585,10.52,3.14,2
8586,10.51,1.41,2
8587,-0.31,-0.46,0
8588,9.71,1.6,2
8589,10.07,1.97,2
8590,3.78,14.99,4
8591,0,0,0
8592,-0.08,0.71,0
8593,10.21,3.11,2
8594,-0.82,-0.24,0
8595,1.98,0.88,1
8596,-0.14,0.17,0
8597,1.42,-0.11,0
8598,0.97,5.33,1
8599,4.11,14.89,4
8600,2.54,4.55,1
8601,9.65,2.32,2
8602,1.72,7.83,1
8603,4.11,15.58,4
8604,1.96,6.91,1
8605,1.85,4.99,1
8606,9.74,4.97,2
8607,10.02,2.6,2
8608,10.52,4.09,2
8609,-0.02,-1.17,0
8610,2.22,2.91,1
8611,0,0,0
8612,3.51,14.68,4
8613,10.28,1.73,2
8614,4.53,14.55,4
8615,10.32,-0.04,2
8616,1.99,0.16,0
8617,0,0,0
8618,10.01,3.56,2
8619,10.1,3.18,2
8620,10.05,2.53,2
8621,0,0,0
8622,2.44,4.36,1
8623,7.75,9.44,3
8624,0,0,0
8625,0.34,0.79,0
8626,2.57,-0.87,0
8627,9.79,2.49,2
8628,3.03,-0.86,0
8629,10.54,2.42,2
8630,6.42,7.92,3
8631,2.31,5.97,1
8632,4.57,15.42,4
8633,0.67,0.43,0
8634,2.22,7.31,1
8635,4.51,14.51,4
8636,4.16,15.61,4
8637,1.34,1.31,0
8638,0,0,0
8639,0.56,4.32,1
8640,4.1,14.67,4
8641,5.18,8.43,3
8642,0,0,0
8643,0,0,0
8644,3.93,15.3,4
8645,0,0,0
8646,4.34,15.53,4
8647,9.38,2.09,2
8648,2,4.2,1
8649,1.79,6.3,1
8650,9.89,0.42,2
8651,0,0,0
8652,2.38,2.17,0
8653,0,0,0
8654,10.14,1.19,2
8655,1.84,5.75,1
8656,0.56,0.03,0
8657,10.6,4.77,2
8658,3.72,15.4,4
8659,1.2,-0.86,0
8660,0.17,-0.72,0
8661,8.06,9.6,3
8662,1.15,3.37,1
8663,9.65,3.89,2
8664,4.36,14.92,4
8665,7.7,5.64,3
8666,10.42,4.35,2
8667,10.19,2.73,2
8668,5.63,15.08,4
8669,11.19,4.02,3
8670,5.19,14.9,4
8671,10.02,4.69,2
8672,9.94,3.57,2
8673,2.01,5.93,1
8674,10.33,3.28,2
8675,10.22,2.87,2
8676,3.99,15.33,4
8677,9.99,3.38,2
8678,1.95,5.42,1
8679,0.4,-1.01,0
8680,10.46,-0.12,2
8681,10.19,3.36,2
8682,10.52,3.74,2
8683,10.14,2.73,2
8684,8.49,8.11,3
8685,-0.28,0.03,0
8686,9.79,0.61,2
8687,4.63,5.5,3
8688,7.23,5.96,3
8689,4.22,14.9,4
8690,0.07,-0.73,0
8691,2.26,4.37,1
8692,0,0,0
8693,5.78,13.94,4
8694,7.48,8.19,3
8695,5.62,15.28,4
8696,10.81,6.8,3
8697,7,15.31,4
8698,9.58,3.39,2
8699,1.99,6.92,1
8700,4.51,15.39,4
8701,9.89,3.12,2
8702,9.71,4.5,2
8703,9.93,4.63,2
8704,0,0,0
8705,7.52,7.04,3
8706,1.75,4.78,1
8707,7.39,3.82,3
8708,1.9,2.21,1
8709,9.86,5.82,2
8710,1.32,0.71,0
8711,0.91,0.51,0
8712,-0.01,-0.24,0
8713,4.91,15.51,4
8714,9.82,2.54,2
8715,10.46,4.66,2
8716,0.33,-1.54,0
8717,1.82,0.69,0
8718,5.62,14.82,4
8719,9.93,3.67,2
8720,7.54,4.73,3
8721,2.77,15.58,4
8722,9.45,2.89,2
8723,5.78,15.03,4
8724,3.93,14.9,4
8725,8.44,5.9,3
8726,0,0,0
8727,2.98,0.85,0
8728,7.85,6.7,3
8729,7,6.07,3
8730,2.31,5.34,1
8731,0.97,-0.49,0
8732,2.94,4.6,3
8733,0,0,0
8734,10.24,1.76,2
8735,5.44,15.23,4
8736,1.56,-0.09,0
8737,2.82,0.63,0
8738,2.5,14.53,4
8739,10.54,2.5,2
8740,0,0,0
8741,7.76,7.83,3
8742,9.86,3.01,2
8743,0.84,0.21,0
8744,-0.49,-0.24,0
8745,2.25,0.1,0
8746,9.83,2.64,2
8747,2.05,6.82,1
8748,7.19,8.98,3
8749,2.09,5.12,1
8750,9.65,3.16,2
8751,10.02,0.02,2
8752,5.65,14.37,4
8753,9.99,3.94,2
8754,4.77,15.03,4
8755,9.84,0.43,2
8756,9.79,5.53,2
8757,10.08,3.92,2
8758,9.83,1.81,2
8759,10.22,2.99,2
8760,10.55,3.15,2
8761,10.08,2.87,2
8762,6.53,5.85,3
8763,5.59,8.47,3
8764,0.75,-0.65,0
8765,10.09,2.5,2
8766,9.25,8.25,3
8767,2.08,-0.75,0
8768,9.96,2.73,2
8769,1.41,2.25,1
8770,5.47,15.54,4
8771,1.83,0.01,0
8772,1.31,0.15,0
8773,8.28,8.25,3
8774,10.09,-0.05,2
8775,9.36,3.66,2
8776,2.12,4.67,1
8777,0.25,-0.66,0
8778,2.26,6.29,1
8779,4.3,15.58,4
8780,2.73,4.2,1
8781,9.68,3.53,2
8782,0,0,0
8783,0,0,0
8784,0.84,1.14,0
8785,1.37,3.73,1
8786,2.74,7.01,1
8787,9.85,1.76,2
8788,9.67,2.31,2
8789,9.86,3.08,2
8790,9.57,2.03,2
8791,1.66,2.65,1
8792,1.84,-0.17,0
8793,4.33,15.15,4
8794,6.76,14.84,4
8795,1.09,0.65,0
8796,7.93,6.56,3
8797,4.76,14.84,4
8798,7.4,7.17,3
8799,9.77,5.29,2
8800,2.22,-1.26,0
8801,1.53,6.94,1
8802,5.83,14.16,4
8803,6.44,8.04,3
8804,7.43,5.07,3
8805,1.84,5.2,1
8806,5.45,5.69,3
8807,9.78,3.83,2
8808,9.78,5.48,2
8809,0,0,0
8810,9.74,2.68,2
8811,9.88,5.4,2
8812,3.55,0.72,0
8813,0,0,0
8814,4.26,6.8,3
8815,1.4,0.59,0
8816,6.06,8.56,3
8817,0.92,-0.62,0
8818,5.78,8.94,3
8819,5.07,15.04,4
8820,-0.71,-0.07,0
8821,0.67,0.2,0
8822,1.92,6.11,1
8823,0,0,0
8824,1.08,0.04,0
8825,0,0,0
8826,10.29,3.46,2
8827,10.03,5.04,2
8828,10.38,6.05,2
8829,0,0,0
8830,2.06,8.3,1
8831,1.9,-0.72,0
8832,2.25,5.13,1
8833,2.1,3.55,1
8834,0,0,0
8835,9.55,2.9,2
8836,4.49,14.17,4
8837,4.48,15.05,4
8838,3.73,4.36,3
8839,7.57,7.51,3
8840,5.05,14.84,4
8841,2.54,4.09,1
8842,-0.28,0.51,0
8843,0,0,0
8844,6.27,15.46,4
8845,2.64,4.93,1
8846,2.76,5.23,1
8847,7.07,6.98,3
8848,10.1,3.9,2
8849,0,0,0
8850,8.68,10.35,3
8851,8.11,4.26,3
8852,0,0,0
8853,5.62,14.44,4
8854,10.44,2.06,2
8855,3.45,6.05,3
8856,0,0,0
8857,9.92,2.43,2
8858,2.51,5.22,1
8859,6.9,15.6,4
8860,3.55,9.67,3
8861,9.79,3.21,2
8862,6.61,7.73,3
8863,9.98,4.27,2
8864,10.05,5.75,2
8865,4.86,14.63,4
8866,7.13,6.21,3
8867,10.09,2.97,2
8868,9.92,0.63,2
8869,6.06,9.04,3
8870,7.99,6.26,3
8871,6.26,5.46,3
8872,1.04,0.07,0
8873,9.93,3.28,2
8874,10.61,0.62,2
8875,-0.3,-0.6,0
8876,7.79,4.09,3
8877,10.08,1.34,2
8878,5.77,15.47,4
8879,9.74,4.18,2
8880,0,0,0
8881,2.4,5.12,1
8882,10.68,1.67,2
8883,0.3,0.22,0
8884,0,0,0
